nsn,candidate_mpn,manufacturer,digikey_pn,attribute_name,raw_name,raw_value,value_num,value_min,value_max,uom,value_text,parse_status,source
5935-01-151-1226,D38999/25ND97XC,Milnec,5958-D38999/25ND97XC-ND,fastening_type,Fastening Type,Breach-Lok,,,,,BREACHLOK,text,digikey
5935-01-151-1226,D38999/25ND97XC,Milnec,5958-D38999/25ND97XC-ND,orientation,Orientation,C,,,,,C,text,digikey
5935-01-151-1226,D38999/25ND97XC,Milnec,5958-D38999/25ND97XC-ND,primary_material,Primary Material,Metal,,,,,METAL,text,digikey
5935-01-151-1226,D38999/25ND97XC,Milnec,5958-D38999/25ND97XC-ND,shell_material,Shell Material,Aluminum,,,,,ALUMINUM,text,digikey
5935-01-151-1226,D38999/25ND97XC,Milnec,5958-D38999/25ND97XC-ND,shell_finish,Shell Finish,Olive Drab Cadmium,,,,,OLIVEDRABCADMIUM,text,digikey
5935-01-151-1226,D38999/25ND97XC,Milnec,5958-D38999/25ND97XC-ND,contact_plating,Contact Finish - Mating,Gold,,,,,GOLD,text,digikey
5935-01-151-1226,D38999/25ND97XC,Milnec,5958-D38999/25ND97XC-ND,color,Color,Olive Drab,,,,,OLIVEDRAB,text,digikey
5935-01-151-1226,D38999/25ND97XC,Milnec,5958-D38999/25ND97XC-ND,ingress_protection,Ingress Protection,"IP67/IP68 - Dust Tight, Waterproof",,,,,IP67IP68DUSTTIGHTWATERPROOF,text,digikey
5935-01-151-1226,D38999/25ND97XC,Milnec,5958-D38999/25ND97XC-ND,material_flammability_rating,Material Flammability Rating,UL94 V-0,,,,,UL94V0,text,digikey
5935-01-151-1226,D38999/25ND97XC,Milnec,5958-D38999/25ND97XC-ND,shielding,Shielding,Shielded,,,,,SHIELDED,text,digikey
5935-01-151-1226,D38999/25ND97XC,Milnec,5958-D38999/25ND97XC-ND,voltage_rating,Voltage Rating,500VAC,500.0,,,V,500VAC,number,digikey
5935-01-151-1226,D38999/25ND97XC,Milnec,5958-D38999/25ND97XC-ND,operating_temp_min,Operating Temperature,-65°C ~ 200°C,-65.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/25ND97XC,Milnec,5958-D38999/25ND97XC-ND,operating_temp_max,Operating Temperature,-65°C ~ 200°C,200.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,connector_type,Connector Type,"Plug, Male Pins",,,,,PLUGMALEPINS,text,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,contact_count,Number of Positions,55,55.0,,,,55,number,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,shell_size_insert,Shell Size - Insert,15,15.0,,,,15,number,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,shell_size,"Shell Size, MIL",D,15.0,,,,D,number,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,mounting_type,Mounting Type,Free Hanging (In-Line),,,,,FREEHANGING,text,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,terminal_type,Termination,Solder,,,,,SOLDER,text,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,fastening_type,Fastening Type,Breach-Lok,,,,,BREACHLOK,text,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,orientation,Orientation,D,,,,,D,text,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,primary_material,Primary Material,Metal,,,,,METAL,text,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,shell_material,Shell Material,Aluminum,,,,,ALUMINUM,text,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,shell_finish,Shell Finish,Olive Drab Cadmium,,,,,OLIVEDRABCADMIUM,text,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,contact_plating,Contact Finish - Mating,Gold,,,,,GOLD,text,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,color,Color,Olive Drab,,,,,OLIVEDRAB,text,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,ingress_protection,Ingress Protection,"IP67/IP68 - Dust Tight, Waterproof",,,,,IP67IP68DUSTTIGHTWATERPROOF,text,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,material_flammability_rating,Material Flammability Rating,UL94 V-0,,,,,UL94V0,text,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,shielding,Shielding,Shielded,,,,,SHIELDED,text,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,voltage_rating,Voltage Rating,500VAC,500.0,,,V,500VAC,number,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,operating_temp_min,Operating Temperature,-65°C ~ 200°C,-65.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/25ND97XD,Milnec,5958-D38999/25ND97XD-ND,operating_temp_max,Operating Temperature,-65°C ~ 200°C,200.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,connector_type,Connector Type,"Plug, Male Pins",,,,,PLUGMALEPINS,text,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,contact_count,Number of Positions,55,55.0,,,,55,number,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,shell_size_insert,Shell Size - Insert,15,15.0,,,,15,number,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,shell_size,"Shell Size, MIL",D,15.0,,,,D,number,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,mounting_type,Mounting Type,Panel Mount,,,,,PANELMOUNT,text,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,mounting_feature,Mounting Feature,Bulkhead - Front Side Nut,,,,,BULKHEADFRONTSIDENUT,text,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,terminal_type,Termination,Solder,,,,,SOLDER,text,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,fastening_type,Fastening Type,Threaded,,,,,THREADED,text,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,orientation,Orientation,B,,,,,B,text,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,primary_material,Primary Material,Metal,,,,,METAL,text,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,shell_material,Shell Material,-,,,,,,empty,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,shell_finish,Shell Finish,-,,,,,,empty,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,contact_plating,Contact Finish - Mating,Gold,,,,,GOLD,text,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,color,Color,Silver,,,,,SILVER,text,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,ingress_protection,Ingress Protection,"IP67/IP68 - Dust Tight, Waterproof",,,,,IP67IP68DUSTTIGHTWATERPROOF,text,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,material_flammability_rating,Material Flammability Rating,UL94 V-0,,,,,UL94V0,text,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,shielding,Shielding,Shielded,,,,,SHIELDED,text,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,voltage_rating,Voltage Rating,500VAC,500.0,,,V,500VAC,number,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,operating_temp_min,Operating Temperature,-65°C ~ 200°C,-65.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/26GD15JB,Milnec,5958-D38999/26GD15JB-ND,operating_temp_max,Operating Temperature,-65°C ~ 200°C,200.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,connector_type,Connector Type,"Receptacle, Female Sockets",,,,,RECEPTACLEFEMALESOCKETS,text,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,contact_count,Number of Positions,55,55.0,,,,55,number,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,shell_size_insert,Shell Size - Insert,15,15.0,,,,15,number,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,shell_size,"Shell Size, MIL",D,15.0,,,,D,number,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,mounting_type,Mounting Type,-,,,,,,empty,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,terminal_type,Termination,Solder,,,,,SOLDER,text,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,fastening_type,Fastening Type,Threaded,,,,,THREADED,text,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,orientation,Orientation,A,,,,,A,text,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,primary_material,Primary Material,Metal,,,,,METAL,text,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,shell_material,Shell Material,-,,,,,,empty,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,shell_finish,Shell Finish,-,,,,,,empty,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,contact_plating,Contact Finish - Mating,Gold,,,,,GOLD,text,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,color,Color,Silver,,,,,SILVER,text,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,ingress_protection,Ingress Protection,"IP67/IP68 - Dust Tight, Waterproof",,,,,IP67IP68DUSTTIGHTWATERPROOF,text,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,material_flammability_rating,Material Flammability Rating,UL94 V-0,,,,,UL94V0,text,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,shielding,Shielding,Shielded,,,,,SHIELDED,text,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,voltage_rating,Voltage Rating,500VAC,500.0,,,V,500VAC,number,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,operating_temp_min,Operating Temperature,-65°C ~ 200°C,-65.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/26GD5JA,Milnec,5958-D38999/26GD5JA-ND,operating_temp_max,Operating Temperature,-65°C ~ 200°C,200.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,connector_type,Connector Type,"Receptacle, Female Pins",,,,,RECEPTACLEFEMALEPINS,text,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,contact_count,Number of Positions,55,55.0,,,,55,number,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,shell_size_insert,Shell Size - Insert,15,15.0,,,,15,number,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,shell_size,"Shell Size, MIL",D,15.0,,,,D,number,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,mounting_type,Mounting Type,Free Hanging (In-Line),,,,,FREEHANGING,text,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,terminal_type,Termination,Crimp,,,,,CRIMP,text,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,fastening_type,Fastening Type,Threaded,,,,,THREADED,text,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,orientation,Orientation,A,,,,,A,text,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,primary_material,Primary Material,Metal,,,,,METAL,text,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,shell_material,Shell Material,Aluminum,,,,,ALUMINUM,text,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,shell_finish,Shell Finish,Electroless Nickel,,,,,ELECTROLESSNICKEL,text,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,contact_plating,Contact Finish - Mating,Gold,,,,,GOLD,text,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,color,Color,Silver,,,,,SILVER,text,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,ingress_protection,Ingress Protection,"IP67/IP68 - Dust Tight, Waterproof",,,,,IP67IP68DUSTTIGHTWATERPROOF,text,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,material_flammability_rating,Material Flammability Rating,UL94 V-0,,,,,UL94V0,text,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,shielding,Shielding,Shielded,,,,,SHIELDED,text,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,voltage_rating,Voltage Rating,500VAC,500.0,,,V,500VAC,number,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,operating_temp_min,Operating Temperature,-65°C ~ 200°C,-65.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/40FC4HR,Milnec,5958-D38999/40FC4HR-ND,operating_temp_max,Operating Temperature,-65°C ~ 200°C,200.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,connector_type,Connector Type,"Receptacle, Female Pins",,,,,RECEPTACLEFEMALEPINS,text,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,contact_count,Number of Positions,55,55.0,,,,55,number,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,shell_size_insert,Shell Size - Insert,15,15.0,,,,15,number,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,shell_size,"Shell Size, MIL",D,15.0,,,,D,number,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,mounting_type,Mounting Type,Free Hanging (In-Line),,,,,FREEHANGING,text,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,terminal_type,Termination,Crimp,,,,,CRIMP,text,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,fastening_type,Fastening Type,Threaded,,,,,THREADED,text,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,orientation,Orientation,A,,,,,A,text,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,primary_material,Primary Material,Metal,,,,,METAL,text,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,shell_material,Shell Material,Aluminum,,,,,ALUMINUM,text,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,shell_finish,Shell Finish,Electroless Nickel,,,,,ELECTROLESSNICKEL,text,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,contact_plating,Contact Finish - Mating,Gold,,,,,GOLD,text,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,color,Color,Silver,,,,,SILVER,text,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,ingress_protection,Ingress Protection,"IP67/IP68 - Dust Tight, Waterproof",,,,,IP67IP68DUSTTIGHTWATERPROOF,text,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,material_flammability_rating,Material Flammability Rating,UL94 V-0,,,,,UL94V0,text,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,shielding,Shielding,Shielded,,,,,SHIELDED,text,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,voltage_rating,Voltage Rating,500VAC,500.0,,,V,500VAC,number,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,operating_temp_min,Operating Temperature,-65°C ~ 200°C,-65.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/40FC4JA,Milnec,5958-D38999/40FC4JA-ND,operating_temp_max,Operating Temperature,-65°C ~ 200°C,200.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,connector_type,Connector Type,"Receptacle, Female Pins",,,,,RECEPTACLEFEMALEPINS,text,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,contact_count,Number of Positions,55,55.0,,,,55,number,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,shell_size_insert,Shell Size - Insert,15,15.0,,,,15,number,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,shell_size,"Shell Size, MIL",D,15.0,,,,D,number,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,mounting_type,Mounting Type,Free Hanging (In-Line),,,,,FREEHANGING,text,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,terminal_type,Termination,Crimp,,,,,CRIMP,text,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,fastening_type,Fastening Type,Threaded,,,,,THREADED,text,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,orientation,Orientation,C,,,,,C,text,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,primary_material,Primary Material,Metal,,,,,METAL,text,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,shell_material,Shell Material,Aluminum,,,,,ALUMINUM,text,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,shell_finish,Shell Finish,Nickel,,,,,NICKEL,text,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,contact_plating,Contact Finish - Mating,Gold,,,,,GOLD,text,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,color,Color,Silver,,,,,SILVER,text,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,ingress_protection,Ingress Protection,"IP67/IP68 - Dust Tight, Waterproof",,,,,IP67IP68DUSTTIGHTWATERPROOF,text,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,material_flammability_rating,Material Flammability Rating,UL94 V-0,,,,,UL94V0,text,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,shielding,Shielding,Shielded,,,,,SHIELDED,text,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,voltage_rating,Voltage Rating,500VAC,500.0,,,V,500VAC,number,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,operating_temp_min,Operating Temperature,-65°C ~ 200°C,-65.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/40FC98HR,Milnec,5958-D38999/40FC98HR-ND,operating_temp_max,Operating Temperature,-65°C ~ 200°C,200.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,connector_type,Connector Type,"Receptacle, Female Pins",,,,,RECEPTACLEFEMALEPINS,text,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,contact_count,Number of Positions,55,55.0,,,,55,number,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,shell_size_insert,Shell Size - Insert,15,15.0,,,,15,number,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,shell_size,"Shell Size, MIL",D,15.0,,,,D,number,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,mounting_type,Mounting Type,Free Hanging (In-Line),,,,,FREEHANGING,text,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,terminal_type,Termination,Crimp,,,,,CRIMP,text,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,fastening_type,Fastening Type,Threaded,,,,,THREADED,text,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,orientation,Orientation,A,,,,,A,text,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,primary_material,Primary Material,Metal,,,,,METAL,text,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,shell_material,Shell Material,Aluminum,,,,,ALUMINUM,text,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,shell_finish,Shell Finish,Nickel,,,,,NICKEL,text,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,contact_plating,Contact Finish - Mating,Gold,,,,,GOLD,text,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,color,Color,Silver,,,,,SILVER,text,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,ingress_protection,Ingress Protection,"IP67/IP68 - Dust Tight, Waterproof",,,,,IP67IP68DUSTTIGHTWATERPROOF,text,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,material_flammability_rating,Material Flammability Rating,UL94 V-0,,,,,UL94V0,text,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,shielding,Shielding,Shielded,,,,,SHIELDED,text,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,voltage_rating,Voltage Rating,500VAC,500.0,,,V,500VAC,number,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,operating_temp_min,Operating Temperature,-65°C ~ 200°C,-65.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/40FC98JA,Milnec,5958-D38999/40FC98JA-ND,operating_temp_max,Operating Temperature,-65°C ~ 200°C,200.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,connector_type,Connector Type,"Plug, Male Pins",,,,,PLUGMALEPINS,text,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,contact_count,Number of Positions,55,55.0,,,,55,number,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,shell_size_insert,Shell Size - Insert,15,15.0,,,,15,number,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,shell_size,"Shell Size, MIL",D,15.0,,,,D,number,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,mounting_type,Mounting Type,Free Hanging (In-Line),,,,,FREEHANGING,text,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,terminal_type,Termination,Crimp,,,,,CRIMP,text,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,fastening_type,Fastening Type,Threaded,,,,,THREADED,text,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,orientation,Orientation,B,,,,,B,text,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,primary_material,Primary Material,Metal,,,,,METAL,text,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,shell_material,Shell Material,Aluminum,,,,,ALUMINUM,text,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,shell_finish,Shell Finish,Nickel,,,,,NICKEL,text,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,contact_plating,Contact Finish - Mating,Gold,,,,,GOLD,text,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,color,Color,Silver,,,,,SILVER,text,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,ingress_protection,Ingress Protection,"IP67/IP68 - Dust Tight, Waterproof",,,,,IP67IP68DUSTTIGHTWATERPROOF,text,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,material_flammability_rating,Material Flammability Rating,UL94 V-0,,,,,UL94V0,text,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,shielding,Shielding,Shielded,,,,,SHIELDED,text,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,voltage_rating,Voltage Rating,500VAC,500.0,,,V,500VAC,number,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,operating_temp_min,Operating Temperature,-65°C ~ 200°C,-65.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/40FC98JB,Milnec,5958-D38999/40FC98JB-ND,operating_temp_max,Operating Temperature,-65°C ~ 200°C,200.0,,,degC,-65°C ~ 200°C,number,digikey
5935-01-151-1226,D38999/40FC98JC,Milnec,5958-D38999/40FC98JC-ND,connector_type,Connector Type,"Plug, Male Pins",,,,,PLUGMALEPINS,text,digikey
5935-01-151-1226,D38999/40FC98JC,Milnec,5958-D38999/40FC98JC-ND,contact_count,Number of Positions,55,55.0,,,,55,number,digikey
5935-01-151-1226,D38999/40FC98JC,Milnec,5958-D38999/40FC98JC-ND,shell_size_insert,Shell Size - Insert,15,15.0,,,,15,number,digikey
5935-01-151-1226,D38999/40FC98JC,Milnec,5958-D38999/40FC98JC-ND,shell_size,"Shell Size, MIL",D,15.0,,,,D,number,digikey
